curso,sem,ano,disc,final
ADM,19.1,19,MERCADOS DE CAPITAIS,6.51
ADM,19.1,19,MERCADOS DE CAPITAIS,7.17
ADM,19.1,19,MERCADOS DE CAPITAIS,9.2
ADM,19.1,19,MERCADOS DE CAPITAIS,7.14
ADM,19.1,19,MERCADOS DE CAPITAIS,7.03
ADM,19.1,19,MERCADOS DE CAPITAIS,7.94
ADM,19.1,19,MERCADOS DE CAPITAIS,6.51
ADM,19.1,19,MERCADOS DE CAPITAIS,9.09
ADM,19.1,19,MERCADOS DE CAPITAIS,5.13
ADM,19.1,19,MERCADOS DE CAPITAIS,7.01
ADM,19.1,19,MERCADOS DE CAPITAIS,6.78
ADM,19.1,19,MERCADOS DE CAPITAIS,5.98
ADM,19.1,19,MERCADOS DE CAPITAIS,7.23
ADM,19.1,19,MERCADOS DE CAPITAIS,6.74
ADM,19.1,19,MERCADOS DE CAPITAIS,5.13
ADM,19.1,19,MERCADOS DE CAPITAIS,7.56
ADM,19.1,19,MERCADOS DE CAPITAIS,6.15
ADM,19.1,19,MERCADOS DE CAPITAIS,9.21
ADM,19.1,19,MERCADOS DE CAPITAIS,6.13
ADM,19.1,19,MERCADOS DE CAPITAIS,10
ADM,19.1,19,MERCADOS DE CAPITAIS,7.28
ADM,19.1,19,MERCADOS DE CAPITAIS,9.56
ADM,19.1,19,MERCADOS DE CAPITAIS,7.09
ADM,19.1,19,MERCADOS DE CAPITAIS,6.7
ADM,19.1,19,MERCADOS DE CAPITAIS,10
ADM,19.1,19,MERCADOS DE CAPITAIS,4.87
ADM,19.1,19,MERCADOS DE CAPITAIS,4.41
ADM,19.1,19,MERCADOS DE CAPITAIS,10
ADM,19.1,19,MERCADOS DE CAPITAIS,10
ADM,19.1,19,MERCADOS DE CAPITAIS,8.33
ADM,19.1,19,MERCADOS DE CAPITAIS,5.73
ADM,19.1,19,MERCADOS DE CAPITAIS,6.13
ADM,19.1,19,MERCADOS DE CAPITAIS,7.31
ADM,19.1,19,MERCADOS DE CAPITAIS,6
ADM,19.1,19,MERCADOS DE CAPITAIS,7.9
ADM,19.1,19,MERCADOS DE CAPITAIS,6.68
ADM,19.1,19,MERCADOS DE CAPITAIS,9.5
ADM,19.1,19,MERCADOS DE CAPITAIS,8.27
ADM,19.1,19,MERCADOS DE CAPITAIS,6.47
ADM,19.1,19,MERCADOS DE CAPITAIS,9.17
ADM,19.1,19,MERCADOS DE CAPITAIS,9.53
ADM,19.1,19,MERCADOS DE CAPITAIS,7.95
ADM,19.1,19,MERCADOS DE CAPITAIS,7.37
ADM,19.1,19,MERCADOS DE CAPITAIS,5.22
ADM,19.1,19,MERCADOS DE CAPITAIS,7.67
ADM,19.1,19,MERCADOS DE CAPITAIS,7.55
ADM,19.1,19,MERCADOS DE CAPITAIS,5.08
ADM,19.1,19,MERCADOS DE CAPITAIS,9.64
ADM,19.1,19,MERCADOS DE CAPITAIS,8.05
ADM,19.1,19,MERCADOS DE CAPITAIS,7.31
ADM,19.1,19,MERCADOS DE CAPITAIS,7.26
ADM,19.1,19,MERCADOS DE CAPITAIS,6.81
ADM,19.1,19,MERCADOS DE CAPITAIS,7.05
ADM,19.1,19,MERCADOS DE CAPITAIS,7.99
ADM,19.1,19,MERCADOS DE CAPITAIS,5.89
ADM,19.1,19,MERCADOS DE CAPITAIS,9.58
ADM,19.1,19,MERCADOS DE CAPITAIS,6.48
ADM,19.1,19,MERCADOS DE CAPITAIS,8.1
ADM,19.1,19,MERCADOS DE CAPITAIS,6.08
ADM,19.1,19,MERCADOS DE CAPITAIS,5.83
ADM,19.1,19,MERCADOS DE CAPITAIS,5.93
ADM,19.1,19,MERCADOS DE CAPITAIS,8.44
ADM,19.1,19,MERCADOS DE CAPITAIS,6.9
ADM,19.1,19,MERCADOS DE CAPITAIS,7.08
ADM,19.1,19,MERCADOS DE CAPITAIS,4.32
ADM,19.1,19,MERCADOS DE CAPITAIS,7.8
ADM,19.1,19,MERCADOS DE CAPITAIS,7.52
ADM,19.1,19,MERCADOS DE CAPITAIS,7.39
ADM,19.1,19,MERCADOS DE CAPITAIS,4.57
ADM,19.1,19,MERCADOS DE CAPITAIS,8.49
ADM,19.1,19,MERCADOS DE CAPITAIS,7.34
ADM,19.2,19,MERCADOS DE CAPITAIS,8.36
ADM,19.2,19,MERCADOS DE CAPITAIS,8.09
ADM,19.2,19,MERCADOS DE CAPITAIS,7.1
ADM,19.2,19,MERCADOS DE CAPITAIS,6.33
ADM,19.2,19,MERCADOS DE CAPITAIS,7.46
ADM,19.2,19,MERCADOS DE CAPITAIS,7.59
ADM,19.2,19,MERCADOS DE CAPITAIS,7.42
ADM,19.2,19,MERCADOS DE CAPITAIS,5.57
ADM,19.2,19,MERCADOS DE CAPITAIS,6.49
ADM,19.2,19,MERCADOS DE CAPITAIS,7.56
ADM,19.2,19,MERCADOS DE CAPITAIS,9.85
ADM,19.2,19,MERCADOS DE CAPITAIS,7.78
ADM,19.2,19,MERCADOS DE CAPITAIS,8.42
ADM,19.2,19,MERCADOS DE CAPITAIS,8.69
ADM,19.2,19,MERCADOS DE CAPITAIS,7.9
ADM,19.2,19,MERCADOS DE CAPITAIS,5.75
ADM,19.2,19,MERCADOS DE CAPITAIS,7.07
ADM,19.2,19,MERCADOS DE CAPITAIS,7.98
ADM,19.2,19,MERCADOS DE CAPITAIS,6.28
ADM,19.2,19,MERCADOS DE CAPITAIS,8.7
ADM,19.2,19,MERCADOS DE CAPITAIS,5
ADM,19.2,19,MERCADOS DE CAPITAIS,7.64
ADM,19.2,19,MERCADOS DE CAPITAIS,7.82
ADM,19.2,19,MERCADOS DE CAPITAIS,6.91
ADM,19.2,19,MERCADOS DE CAPITAIS,4.58
ADM,19.2,19,MERCADOS DE CAPITAIS,5.46
ADM,19.2,19,MERCADOS DE CAPITAIS,5.49
ADM,19.2,19,MERCADOS DE CAPITAIS,7.25
ADM,19.2,19,MERCADOS DE CAPITAIS,6.28
ADM,19.2,19,MERCADOS DE CAPITAIS,6
ADM,19.2,19,MERCADOS DE CAPITAIS,7.96
ADM,19.2,19,MERCADOS DE CAPITAIS,6.49
ADM,19.2,19,MERCADOS DE CAPITAIS,8.91
ADM,19.2,19,MERCADOS DE CAPITAIS,6.14
ADM,19.2,19,MERCADOS DE CAPITAIS,7.74
ADM,19.2,19,MERCADOS DE CAPITAIS,6.23
ADM,19.2,19,MERCADOS DE CAPITAIS,6
ADM,19.2,19,MERCADOS DE CAPITAIS,5.34
ADM,19.2,19,MERCADOS DE CAPITAIS,7.6
ADM,19.2,19,MERCADOS DE CAPITAIS,5.21
ADM,19.2,19,MERCADOS DE CAPITAIS,5.71
ADM,19.2,19,MERCADOS DE CAPITAIS,6.86
ADM,19.2,19,MERCADOS DE CAPITAIS,4.79
ADM,19.2,19,MERCADOS DE CAPITAIS,6.03
ADM,19.2,19,MERCADOS DE CAPITAIS,7.24
ADM,19.2,19,MERCADOS DE CAPITAIS,10
ADM,19.2,19,MERCADOS DE CAPITAIS,9.29
ADM,19.2,19,MERCADOS DE CAPITAIS,7.62
ADM,19.2,19,MERCADOS DE CAPITAIS,7.3
ADM,19.2,19,MERCADOS DE CAPITAIS,5.58
ECO,19.1,19,MERCADOS DE CAPITAIS,3.7
ECO,19.1,19,MERCADOS DE CAPITAIS,8.77
ECO,19.1,19,MERCADOS DE CAPITAIS,8.18
ECO,19.1,19,MERCADOS DE CAPITAIS,7.86
ECO,19.1,19,MERCADOS DE CAPITAIS,5.58
ECO,19.1,19,MERCADOS DE CAPITAIS,7.49
ECO,19.1,19,MERCADOS DE CAPITAIS,6.37
ECO,19.1,19,MERCADOS DE CAPITAIS,6.52
ECO,19.1,19,MERCADOS DE CAPITAIS,7.15
ECO,19.1,19,MERCADOS DE CAPITAIS,7.68
ECO,19.1,19,MERCADOS DE CAPITAIS,5.7
ECO,19.1,19,MERCADOS DE CAPITAIS,7.36
ECO,19.1,19,MERCADOS DE CAPITAIS,7.14
ECO,19.1,19,MERCADOS DE CAPITAIS,6.14
ECO,19.1,19,MERCADOS DE CAPITAIS,8.35
ECO,19.1,19,MERCADOS DE CAPITAIS,4.9
ECO,19.1,19,MERCADOS DE CAPITAIS,7.75
ECO,19.1,19,MERCADOS DE CAPITAIS,5.8
ECO,19.1,19,MERCADOS DE CAPITAIS,6.29
ECO,19.1,19,MERCADOS DE CAPITAIS,5.18
ECO,19.2,19,MERCADOS DE CAPITAIS,4.83
ECO,19.2,19,MERCADOS DE CAPITAIS,6.83
ECO,19.2,19,MERCADOS DE CAPITAIS,6.68
ECO,19.2,19,MERCADOS DE CAPITAIS,7.61
ECO,19.2,19,MERCADOS DE CAPITAIS,2.86
ECO,19.2,19,MERCADOS DE CAPITAIS,7.24
ECO,19.2,19,MERCADOS DE CAPITAIS,10
ECO,19.2,19,MERCADOS DE CAPITAIS,7.65
ECO,19.2,19,MERCADOS DE CAPITAIS,7.84
ECO,19.2,19,MERCADOS DE CAPITAIS,7.73
ECO,19.2,19,MERCADOS DE CAPITAIS,8.58
ECO,19.2,19,MERCADOS DE CAPITAIS,9.08
ECO,19.2,19,MERCADOS DE CAPITAIS,6.48
ECO,19.2,19,MERCADOS DE CAPITAIS,7.33
ECO,19.2,19,MERCADOS DE CAPITAIS,9.17
ECO,19.2,19,MERCADOS DE CAPITAIS,5.88
ECO,19.2,19,MERCADOS DE CAPITAIS,5.1
ECO,19.2,19,MERCADOS DE CAPITAIS,7.44
ECO,19.2,19,MERCADOS DE CAPITAIS,3.88
ECO,19.2,19,MERCADOS DE CAPITAIS,7.08
ADM,22.1,22,MERCADOS DE CAPITAIS,8.37
ADM,22.1,22,MERCADOS DE CAPITAIS,8.76
ADM,22.1,22,MERCADOS DE CAPITAIS,8.87
ADM,22.1,22,MERCADOS DE CAPITAIS,7.7
ADM,22.1,22,MERCADOS DE CAPITAIS,7.43
ADM,22.1,22,MERCADOS DE CAPITAIS,7.23
ADM,22.1,22,MERCADOS DE CAPITAIS,7.74
ADM,22.1,22,MERCADOS DE CAPITAIS,8.21
ADM,22.1,22,MERCADOS DE CAPITAIS,5.01
ADM,22.1,22,MERCADOS DE CAPITAIS,6.23
ADM,22.1,22,MERCADOS DE CAPITAIS,8.41
ADM,22.1,22,MERCADOS DE CAPITAIS,7.96
ADM,22.1,22,MERCADOS DE CAPITAIS,4.83
ADM,22.1,22,MERCADOS DE CAPITAIS,9.34
ADM,22.1,22,MERCADOS DE CAPITAIS,7.23
ADM,22.1,22,MERCADOS DE CAPITAIS,7.41
ADM,22.1,22,MERCADOS DE CAPITAIS,6.05
ADM,22.1,22,MERCADOS DE CAPITAIS,8.37
ADM,22.1,22,MERCADOS DE CAPITAIS,5.98
ADM,22.1,22,MERCADOS DE CAPITAIS,7.29
ADM,22.1,22,MERCADOS DE CAPITAIS,6.72
ADM,22.1,22,MERCADOS DE CAPITAIS,8.17
ADM,22.1,22,MERCADOS DE CAPITAIS,5.18
ADM,22.1,22,MERCADOS DE CAPITAIS,8.06
ADM,22.1,22,MERCADOS DE CAPITAIS,8.17
ADM,22.1,22,MERCADOS DE CAPITAIS,7.48
ADM,22.1,22,MERCADOS DE CAPITAIS,7.25
ADM,22.1,22,MERCADOS DE CAPITAIS,7.89
ADM,22.1,22,MERCADOS DE CAPITAIS,6.1
ADM,22.1,22,MERCADOS DE CAPITAIS,7.1
ADM,22.1,22,MERCADOS DE CAPITAIS,7.17
ADM,22.1,22,MERCADOS DE CAPITAIS,8.52
ADM,22.1,22,MERCADOS DE CAPITAIS,7.29
ADM,22.1,22,MERCADOS DE CAPITAIS,7.09
ADM,22.1,22,MERCADOS DE CAPITAIS,4.45
ADM,22.1,22,MERCADOS DE CAPITAIS,8.36
ADM,22.1,22,MERCADOS DE CAPITAIS,7.76
ADM,22.1,22,MERCADOS DE CAPITAIS,8.58
ADM,22.1,22,MERCADOS DE CAPITAIS,7.74
ADM,22.1,22,MERCADOS DE CAPITAIS,7.34
ADM,22.1,22,MERCADOS DE CAPITAIS,7.41
ADM,22.1,22,MERCADOS DE CAPITAIS,5.11
ADM,22.1,22,MERCADOS DE CAPITAIS,8.64
ADM,22.1,22,MERCADOS DE CAPITAIS,6.03
ADM,22.1,22,MERCADOS DE CAPITAIS,6.45
ADM,22.1,22,MERCADOS DE CAPITAIS,7.89
ADM,22.1,22,MERCADOS DE CAPITAIS,7.04
ADM,22.1,22,MERCADOS DE CAPITAIS,6.98
ADM,22.1,22,MERCADOS DE CAPITAIS,8.07
ADM,22.1,22,MERCADOS DE CAPITAIS,7.59
ADM,22.2,22,MERCADOS DE CAPITAIS,7.57
ADM,22.2,22,MERCADOS DE CAPITAIS,7.27
ADM,22.2,22,MERCADOS DE CAPITAIS,6.49
ADM,22.2,22,MERCADOS DE CAPITAIS,6.93
ADM,22.2,22,MERCADOS DE CAPITAIS,4.58
ADM,22.2,22,MERCADOS DE CAPITAIS,8.9
ADM,22.2,22,MERCADOS DE CAPITAIS,7.28
ADM,22.2,22,MERCADOS DE CAPITAIS,7.21
ADM,22.2,22,MERCADOS DE CAPITAIS,5.02
ADM,22.2,22,MERCADOS DE CAPITAIS,5.1
ADM,22.2,22,MERCADOS DE CAPITAIS,6.81
ADM,22.2,22,MERCADOS DE CAPITAIS,7.06
ADM,22.2,22,MERCADOS DE CAPITAIS,8.52
ADM,22.2,22,MERCADOS DE CAPITAIS,7.76
ADM,22.2,22,MERCADOS DE CAPITAIS,6.76
ADM,22.2,22,MERCADOS DE CAPITAIS,6.13
ADM,22.2,22,MERCADOS DE CAPITAIS,6.82
ADM,22.2,22,MERCADOS DE CAPITAIS,6.07
ADM,22.2,22,MERCADOS DE CAPITAIS,8.81
ADM,22.2,22,MERCADOS DE CAPITAIS,9.53
ADM,22.2,22,MERCADOS DE CAPITAIS,5.84
ADM,22.2,22,MERCADOS DE CAPITAIS,7.41
ADM,22.2,22,MERCADOS DE CAPITAIS,8.27
ADM,22.2,22,MERCADOS DE CAPITAIS,6.85
ADM,22.2,22,MERCADOS DE CAPITAIS,8.34
ADM,22.2,22,MERCADOS DE CAPITAIS,5.82
ADM,22.2,22,MERCADOS DE CAPITAIS,6.26
ADM,22.2,22,MERCADOS DE CAPITAIS,6.25
ADM,22.2,22,MERCADOS DE CAPITAIS,7.05
ADM,22.2,22,MERCADOS DE CAPITAIS,10
ADM,22.2,22,MERCADOS DE CAPITAIS,6.2
ADM,22.2,22,MERCADOS DE CAPITAIS,8.55
ADM,22.2,22,MERCADOS DE CAPITAIS,7.5
ADM,22.2,22,MERCADOS DE CAPITAIS,6.08
ADM,22.2,22,MERCADOS DE CAPITAIS,7.87
ADM,22.2,22,MERCADOS DE CAPITAIS,7.51
ADM,22.2,22,MERCADOS DE CAPITAIS,7.19
ADM,22.2,22,MERCADOS DE CAPITAIS,3.78
ADM,22.2,22,MERCADOS DE CAPITAIS,6.34
ADM,22.2,22,MERCADOS DE CAPITAIS,6.74
ADM,22.2,22,MERCADOS DE CAPITAIS,6.38
ADM,22.2,22,MERCADOS DE CAPITAIS,6.77
ADM,22.2,22,MERCADOS DE CAPITAIS,8.21
ADM,22.2,22,MERCADOS DE CAPITAIS,7.54
ADM,22.2,22,MERCADOS DE CAPITAIS,8.41
ADM,22.2,22,MERCADOS DE CAPITAIS,7.68
ADM,22.2,22,MERCADOS DE CAPITAIS,6.18
ADM,22.2,22,MERCADOS DE CAPITAIS,6.33
ADM,22.2,22,MERCADOS DE CAPITAIS,8.34
ADM,22.2,22,MERCADOS DE CAPITAIS,5.11
ECO,22.1,22,MERCADOS DE CAPITAIS,6.2
ECO,22.1,22,MERCADOS DE CAPITAIS,7.89
ECO,22.1,22,MERCADOS DE CAPITAIS,7.68
ECO,22.1,22,MERCADOS DE CAPITAIS,6.45
ECO,22.1,22,MERCADOS DE CAPITAIS,6.04
ECO,22.1,22,MERCADOS DE CAPITAIS,7.24
ECO,22.1,22,MERCADOS DE CAPITAIS,6.98
ECO,22.1,22,MERCADOS DE CAPITAIS,4.18
ECO,22.1,22,MERCADOS DE CAPITAIS,7.52
ECO,22.1,22,MERCADOS DE CAPITAIS,8.22
ECO,22.1,22,MERCADOS DE CAPITAIS,8.51
ECO,22.1,22,MERCADOS DE CAPITAIS,8.51
ECO,22.1,22,MERCADOS DE CAPITAIS,6.88
ECO,22.1,22,MERCADOS DE CAPITAIS,6.82
ECO,22.1,22,MERCADOS DE CAPITAIS,6.01
ECO,22.1,22,MERCADOS DE CAPITAIS,7.45
ECO,22.1,22,MERCADOS DE CAPITAIS,8.3
ECO,22.1,22,MERCADOS DE CAPITAIS,6.15
ECO,22.1,22,MERCADOS DE CAPITAIS,9.82
ECO,22.1,22,MERCADOS DE CAPITAIS,7.48
ECO,22.2,22,MERCADOS DE CAPITAIS,6.48
ECO,22.2,22,MERCADOS DE CAPITAIS,6.48
ECO,22.2,22,MERCADOS DE CAPITAIS,8.61
ECO,22.2,22,MERCADOS DE CAPITAIS,9.95
ECO,22.2,22,MERCADOS DE CAPITAIS,8.38
ECO,22.2,22,MERCADOS DE CAPITAIS,6.07
ECO,22.2,22,MERCADOS DE CAPITAIS,6.62
ECO,22.2,22,MERCADOS DE CAPITAIS,8.18
ECO,22.2,22,MERCADOS DE CAPITAIS,6.58
ECO,22.2,22,MERCADOS DE CAPITAIS,5.61
ECO,22.2,22,MERCADOS DE CAPITAIS,6.85
ECO,22.2,22,MERCADOS DE CAPITAIS,8.06
ECO,22.2,22,MERCADOS DE CAPITAIS,8.15
ECO,22.2,22,MERCADOS DE CAPITAIS,6.14
ECO,22.2,22,MERCADOS DE CAPITAIS,6.64
ECO,22.2,22,MERCADOS DE CAPITAIS,6.38
ECO,22.2,22,MERCADOS DE CAPITAIS,8.43
ECO,22.2,22,MERCADOS DE CAPITAIS,7.24
ECO,22.2,22,MERCADOS DE CAPITAIS,8.19
ECO,22.2,22,MERCADOS DE CAPITAIS,5.57
ADM,19.1,19,MACROECONOMIA ABERTA,3.52
ADM,19.1,19,MACROECONOMIA ABERTA,7.64
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,5.3
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,8.18
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,6.55
ADM,19.1,19,MACROECONOMIA ABERTA,5.6
ADM,19.1,19,MACROECONOMIA ABERTA,5.52
ADM,19.1,19,MACROECONOMIA ABERTA,9.62
ADM,19.1,19,MACROECONOMIA ABERTA,4.87
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,6.89
ADM,19.1,19,MACROECONOMIA ABERTA,9.07
ADM,19.1,19,MACROECONOMIA ABERTA,6.88
ADM,19.1,19,MACROECONOMIA ABERTA,9.07
ADM,19.1,19,MACROECONOMIA ABERTA,7.58
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,7.94
ADM,19.1,19,MACROECONOMIA ABERTA,6.75
ADM,19.1,19,MACROECONOMIA ABERTA,4.35
ADM,19.1,19,MACROECONOMIA ABERTA,8.53
ADM,19.1,19,MACROECONOMIA ABERTA,5.46
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,4.84
ADM,19.1,19,MACROECONOMIA ABERTA,8.42
ADM,19.1,19,MACROECONOMIA ABERTA,8.87
ADM,19.1,19,MACROECONOMIA ABERTA,4.75
ADM,19.1,19,MACROECONOMIA ABERTA,5.94
ADM,19.1,19,MACROECONOMIA ABERTA,7.03
ADM,19.1,19,MACROECONOMIA ABERTA,8.32
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,8.16
ADM,19.1,19,MACROECONOMIA ABERTA,8.97
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,6.51
ADM,19.1,19,MACROECONOMIA ABERTA,4.42
ADM,19.1,19,MACROECONOMIA ABERTA,9.93
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,7.91
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,9.13
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,4.6
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,6.07
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,5.85
ADM,19.1,19,MACROECONOMIA ABERTA,9.02
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,4.59
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,8.59
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,7.38
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,6.13
ADM,19.1,19,MACROECONOMIA ABERTA,8.89
ADM,19.1,19,MACROECONOMIA ABERTA,5.86
ADM,19.1,19,MACROECONOMIA ABERTA,7.47
ADM,19.1,19,MACROECONOMIA ABERTA,6.04
ADM,19.1,19,MACROECONOMIA ABERTA,7.73
ADM,19.1,19,MACROECONOMIA ABERTA,7.99
ADM,19.1,19,MACROECONOMIA ABERTA,9.16
ADM,19.1,19,MACROECONOMIA ABERTA,4.12
ADM,19.1,19,MACROECONOMIA ABERTA,6.88
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,5.26
ADM,19.1,19,MACROECONOMIA ABERTA,5.98
ADM,19.1,19,MACROECONOMIA ABERTA,2.35
ADM,19.1,19,MACROECONOMIA ABERTA,7.83
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,8.59
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,5.84
ADM,19.1,19,MACROECONOMIA ABERTA,9.55
ADM,19.1,19,MACROECONOMIA ABERTA,8.77
ADM,19.1,19,MACROECONOMIA ABERTA,6.11
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,9.07
ADM,19.1,19,MACROECONOMIA ABERTA,7.33
ADM,19.1,19,MACROECONOMIA ABERTA,9.32
ADM,19.1,19,MACROECONOMIA ABERTA,9.45
ADM,19.1,19,MACROECONOMIA ABERTA,9.64
ADM,19.1,19,MACROECONOMIA ABERTA,5.03
ADM,19.1,19,MACROECONOMIA ABERTA,3.72
ADM,19.1,19,MACROECONOMIA ABERTA,6.92
ADM,19.1,19,MACROECONOMIA ABERTA,8.04
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,10
ADM,19.1,19,MACROECONOMIA ABERTA,9.89
ADM,19.1,19,MACROECONOMIA ABERTA,9.71
ADM,19.2,19,MACROECONOMIA ABERTA,7.35
ADM,19.2,19,MACROECONOMIA ABERTA,5.34
ADM,19.2,19,MACROECONOMIA ABERTA,9.73
ADM,19.2,19,MACROECONOMIA ABERTA,9.12
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,4.31
ADM,19.2,19,MACROECONOMIA ABERTA,9.62
ADM,19.2,19,MACROECONOMIA ABERTA,7.91
ADM,19.2,19,MACROECONOMIA ABERTA,7.57
ADM,19.2,19,MACROECONOMIA ABERTA,7.61
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,9.39
ADM,19.2,19,MACROECONOMIA ABERTA,9.35
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,8.96
ADM,19.2,19,MACROECONOMIA ABERTA,8.23
ADM,19.2,19,MACROECONOMIA ABERTA,9.55
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,8.87
ADM,19.2,19,MACROECONOMIA ABERTA,6.66
ADM,19.2,19,MACROECONOMIA ABERTA,6.3
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,5.58
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,9.04
ADM,19.2,19,MACROECONOMIA ABERTA,7.35
ADM,19.2,19,MACROECONOMIA ABERTA,7.23
ADM,19.2,19,MACROECONOMIA ABERTA,8.97
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,7.58
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,8.87
ADM,19.2,19,MACROECONOMIA ABERTA,8.34
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,7.6
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,6.16
ADM,19.2,19,MACROECONOMIA ABERTA,9.84
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,9
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,2.73
ADM,19.2,19,MACROECONOMIA ABERTA,9.43
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,10
ADM,19.2,19,MACROECONOMIA ABERTA,5.24
ADM,19.2,19,MACROECONOMIA ABERTA,8.23
ECO,19.1,19,MACROECONOMIA ABERTA,6.32
ECO,19.1,19,MACROECONOMIA ABERTA,9.69
ECO,19.1,19,MACROECONOMIA ABERTA,7.23
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.1,19,MACROECONOMIA ABERTA,5.76
ECO,19.1,19,MACROECONOMIA ABERTA,0.65
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.1,19,MACROECONOMIA ABERTA,9.55
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.1,19,MACROECONOMIA ABERTA,8.66
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.1,19,MACROECONOMIA ABERTA,1.76
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.1,19,MACROECONOMIA ABERTA,8.95
ECO,19.1,19,MACROECONOMIA ABERTA,7.96
ECO,19.1,19,MACROECONOMIA ABERTA,8.15
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.1,19,MACROECONOMIA ABERTA,10
ECO,19.2,19,MACROECONOMIA ABERTA,7.94
ECO,19.2,19,MACROECONOMIA ABERTA,10
ECO,19.2,19,MACROECONOMIA ABERTA,9.54
ECO,19.2,19,MACROECONOMIA ABERTA,9.8
ECO,19.2,19,MACROECONOMIA ABERTA,5.32
