,rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affair
3327,4.0,42.0,16.5,4.0,4.0,17.0,4.0,5.0,False
3328,5.0,27.0,2.5,0.0,1.0,14.0,3.0,4.0,False
3329,3.0,32.0,9.0,1.0,3.0,14.0,2.0,5.0,False
3330,5.0,22.0,2.5,0.0,3.0,14.0,4.0,6.0,False
3331,4.0,22.0,6.0,0.0,3.0,12.0,3.0,4.0,False
3332,5.0,22.0,2.5,0.0,2.0,16.0,4.0,2.0,False
3333,4.0,22.0,0.5,0.0,3.0,16.0,4.0,5.0,False
3334,5.0,22.0,0.5,1.0,3.0,16.0,4.0,5.0,False
3335,4.0,32.0,9.0,0.0,2.0,14.0,3.0,2.0,False
3336,3.0,27.0,2.5,1.0,3.0,14.0,4.0,4.0,False
3337,4.0,27.0,6.0,0.0,2.0,20.0,4.0,6.0,False
3338,5.0,22.0,2.5,0.0,1.0,16.0,4.0,2.0,False
3339,5.0,22.0,2.5,2.0,3.0,12.0,2.0,4.0,False
3340,5.0,22.0,6.0,3.0,3.0,12.0,3.0,2.0,False
3341,4.0,27.0,9.0,2.0,3.0,14.0,6.0,4.0,False
3342,4.0,32.0,16.5,5.5,3.0,14.0,2.0,2.0,False
3343,5.0,32.0,6.0,2.0,3.0,17.0,2.0,6.0,False
3344,4.0,22.0,0.5,0.0,3.0,17.0,5.0,5.0,False
3345,5.0,27.0,6.0,2.0,4.0,12.0,2.0,2.0,False
3346,5.0,42.0,23.0,4.0,4.0,12.0,3.0,5.0,False
3347,4.0,22.0,2.5,0.0,2.0,12.0,2.0,5.0,False
3348,4.0,42.0,23.0,3.0,3.0,12.0,2.0,2.0,False
3349,5.0,32.0,9.0,2.0,3.0,14.0,2.0,2.0,False
3350,5.0,42.0,23.0,3.0,2.0,12.0,3.0,2.0,False
3351,4.0,42.0,23.0,2.0,2.0,12.0,3.0,5.0,False
3352,5.0,27.0,9.0,1.0,4.0,16.0,3.0,3.0,False
3353,5.0,22.0,2.5,0.0,3.0,12.0,2.0,2.0,False
3354,3.0,32.0,16.5,2.0,2.0,9.0,2.0,4.0,False
3355,5.0,22.0,2.5,0.0,3.0,16.0,3.0,5.0,False
3356,5.0,32.0,9.0,1.0,4.0,20.0,4.0,5.0,False
3357,5.0,27.0,6.0,2.0,4.0,14.0,3.0,2.0,False
3358,5.0,42.0,23.0,2.0,3.0,14.0,3.0,4.0,False
3359,5.0,32.0,16.5,2.0,1.0,14.0,4.0,5.0,False
3360,5.0,27.0,9.0,3.0,1.0,20.0,1.0,6.0,False
3361,5.0,32.0,13.0,2.0,4.0,20.0,6.0,6.0,False
3362,5.0,22.0,2.5,0.0,2.0,17.0,5.0,4.0,False
3363,4.0,27.0,6.0,0.0,3.0,14.0,3.0,5.0,False
3364,5.0,27.0,2.5,0.0,4.0,16.0,5.0,5.0,False
3365,4.0,17.5,2.5,1.0,2.0,12.0,5.0,6.0,False
3366,5.0,22.0,0.5,0.0,4.0,16.0,3.0,2.0,False
3367,4.0,22.0,2.5,0.0,4.0,16.0,3.0,1.0,False
3368,5.0,37.0,23.0,5.5,3.0,12.0,2.0,2.0,False
3369,4.0,22.0,0.5,0.0,1.0,12.0,5.0,2.0,False
3370,3.0,32.0,9.0,3.0,3.0,14.0,3.0,6.0,False
3371,4.0,22.0,2.5,0.0,1.0,12.0,2.0,4.0,False
3372,3.0,27.0,6.0,4.0,3.0,16.0,4.0,5.0,False
3373,4.0,22.0,2.5,1.0,3.0,14.0,4.0,5.0,False
3374,4.0,32.0,6.0,0.0,1.0,16.0,3.0,2.0,False
3375,5.0,32.0,16.5,3.0,3.0,17.0,4.0,5.0,False
3376,3.0,22.0,2.5,1.0,2.0,16.0,4.0,4.0,False
3377,5.0,27.0,6.0,0.0,3.0,16.0,2.0,1.0,False
3378,5.0,32.0,6.0,0.0,4.0,17.0,4.0,5.0,False
3379,5.0,27.0,6.0,2.0,3.0,14.0,3.0,5.0,False
3380,4.0,22.0,2.5,0.0,3.0,12.0,3.0,3.0,False
3381,5.0,42.0,23.0,3.0,2.0,12.0,5.0,5.0,False
3382,4.0,22.0,2.5,0.0,2.0,16.0,4.0,5.0,False
3383,5.0,27.0,6.0,0.0,2.0,20.0,4.0,1.0,False
3384,5.0,32.0,9.0,3.0,3.0,12.0,2.0,4.0,False
3385,5.0,42.0,23.0,4.0,1.0,14.0,4.0,4.0,False
3386,4.0,27.0,6.0,1.0,1.0,14.0,3.0,5.0,False
3387,5.0,22.0,2.5,0.0,1.0,14.0,3.0,1.0,False
3388,5.0,27.0,6.0,0.0,2.0,12.0,3.0,5.0,False
3389,5.0,27.0,2.5,1.0,3.0,16.0,4.0,4.0,False
3390,5.0,37.0,13.0,1.0,2.0,14.0,5.0,5.0,False
3391,4.0,22.0,2.5,0.0,2.0,16.0,4.0,4.0,False
3392,5.0,22.0,2.5,0.0,3.0,12.0,4.0,4.0,False
3393,3.0,22.0,6.0,1.0,2.0,12.0,2.0,2.0,False
3394,5.0,22.0,0.5,0.0,2.0,16.0,4.0,5.0,False
3395,4.0,32.0,13.0,1.0,2.0,12.0,3.0,4.0,False
3396,4.0,22.0,6.0,0.0,1.0,14.0,3.0,5.0,False
3397,5.0,22.0,2.5,0.0,1.0,14.0,3.0,1.0,False
3398,3.0,27.0,6.0,0.0,2.0,14.0,3.0,1.0,False
3399,3.0,27.0,13.0,4.0,3.0,12.0,2.0,2.0,False
3400,4.0,22.0,2.5,0.0,3.0,16.0,4.0,5.0,False
3401,5.0,27.0,6.0,2.0,2.0,16.0,4.0,6.0,False
3402,5.0,22.0,2.5,0.0,2.0,12.0,2.0,5.0,False
3403,4.0,17.5,2.5,0.0,2.0,12.0,2.0,2.0,False
3404,5.0,42.0,16.5,3.0,2.0,12.0,2.0,2.0,False
3405,3.0,27.0,6.0,2.0,2.0,9.0,4.0,2.0,False
3406,5.0,27.0,2.5,0.0,1.0,20.0,4.0,6.0,False
3407,5.0,22.0,2.5,0.0,3.0,12.0,5.0,4.0,False
3408,5.0,32.0,16.5,4.0,3.0,12.0,5.0,5.0,False
3409,5.0,27.0,0.5,0.0,3.0,16.0,5.0,5.0,False
3410,4.0,22.0,2.5,0.0,4.0,14.0,1.0,6.0,False
3411,5.0,32.0,13.0,3.0,3.0,12.0,2.0,2.0,False
3412,4.0,22.0,2.5,0.0,3.0,16.0,3.0,1.0,False
3413,5.0,27.0,2.5,0.0,1.0,20.0,6.0,1.0,False
3414,4.0,27.0,2.5,0.0,3.0,17.0,4.0,4.0,False
3415,5.0,22.0,2.5,0.0,4.0,12.0,3.0,4.0,False
3416,5.0,17.5,0.5,0.0,4.0,9.0,2.0,2.0,False
3417,2.0,27.0,9.0,1.0,1.0,12.0,3.0,5.0,False
3418,4.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,False
3419,4.0,22.0,2.5,0.0,2.0,12.0,3.0,2.0,False
3420,5.0,42.0,23.0,3.0,1.0,16.0,4.0,6.0,False
3421,4.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,False
3422,3.0,27.0,6.0,1.0,3.0,12.0,3.0,2.0,False
3423,5.0,27.0,0.5,0.0,4.0,17.0,3.0,2.0,False
3424,4.0,42.0,23.0,1.0,3.0,12.0,5.0,5.0,False
3425,4.0,32.0,16.5,3.0,3.0,12.0,3.0,5.0,False
3426,5.0,22.0,6.0,0.0,2.0,12.0,2.0,4.0,False
3427,4.0,22.0,2.5,0.0,2.0,16.0,4.0,4.0,False
3428,4.0,22.0,2.5,0.0,3.0,14.0,3.0,1.0,False
3429,3.0,27.0,9.0,2.0,1.0,12.0,2.0,2.0,False
3430,5.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,False
3431,5.0,37.0,16.5,2.0,1.0,12.0,3.0,4.0,False
3432,4.0,42.0,23.0,3.0,3.0,12.0,3.0,4.0,False
3433,5.0,27.0,2.5,0.0,2.0,12.0,3.0,4.0,False
3434,4.0,32.0,2.5,0.0,1.0,14.0,3.0,2.0,False
3435,3.0,22.0,0.5,0.0,2.0,16.0,3.0,1.0,False
3436,5.0,22.0,0.5,0.0,4.0,16.0,3.0,1.0,False
3437,5.0,42.0,23.0,5.5,3.0,12.0,2.0,5.0,False
3438,4.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,False
3439,4.0,27.0,2.5,0.0,1.0,14.0,3.0,2.0,False
3440,2.0,42.0,23.0,4.0,4.0,12.0,3.0,2.0,False
3441,4.0,22.0,2.5,0.0,4.0,17.0,5.0,1.0,False
3442,4.0,27.0,6.0,1.0,2.0,14.0,2.0,4.0,False
3443,5.0,27.0,6.0,3.0,2.0,14.0,5.0,5.0,False
3444,5.0,27.0,6.0,3.0,2.0,14.0,3.0,4.0,False
3445,4.0,27.0,6.0,2.0,3.0,14.0,3.0,5.0,False
3446,4.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,False
3447,4.0,22.0,2.5,2.0,2.0,14.0,2.0,2.0,False
3448,3.0,42.0,23.0,3.0,2.0,12.0,3.0,5.0,False
3449,5.0,22.0,0.5,0.0,2.0,17.0,4.0,2.0,False
3450,5.0,27.0,9.0,4.0,2.0,12.0,3.0,2.0,False
3451,5.0,22.0,0.5,0.0,1.0,16.0,4.0,5.0,False
3452,4.0,22.0,2.5,0.0,2.0,16.0,4.0,2.0,False
3453,5.0,17.5,0.5,0.0,3.0,14.0,3.0,5.0,False
3454,5.0,27.0,6.0,1.0,3.0,12.0,3.0,6.0,False
3455,2.0,27.0,6.0,0.0,3.0,17.0,2.0,5.0,False
3456,5.0,27.0,0.5,0.0,2.0,12.0,3.0,4.0,False
3457,5.0,22.0,2.5,0.0,1.0,12.0,5.0,4.0,False
3458,5.0,27.0,2.5,0.0,2.0,16.0,4.0,4.0,False
3459,4.0,37.0,16.5,2.0,2.0,16.0,4.0,3.0,False
3460,5.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,False
3461,5.0,27.0,2.5,0.0,1.0,16.0,4.0,1.0,False
3462,5.0,42.0,23.0,5.5,3.0,14.0,3.0,4.0,False
3463,5.0,37.0,16.5,4.0,2.0,14.0,2.0,5.0,False
3464,4.0,27.0,0.5,0.0,2.0,17.0,4.0,4.0,False
3465,5.0,27.0,6.0,0.0,3.0,20.0,6.0,2.0,False
3466,4.0,27.0,13.0,2.0,2.0,12.0,3.0,4.0,False
3467,3.0,22.0,6.0,1.0,2.0,12.0,4.0,2.0,False
3468,5.0,32.0,13.0,2.0,2.0,16.0,4.0,2.0,False
3469,5.0,27.0,2.5,0.0,2.0,17.0,3.0,6.0,False
3470,5.0,27.0,6.0,4.0,3.0,12.0,3.0,4.0,False
3471,4.0,42.0,23.0,2.0,3.0,12.0,3.0,2.0,False
3472,4.0,22.0,2.5,0.0,4.0,17.0,4.0,2.0,False
3473,5.0,32.0,16.5,3.0,3.0,12.0,2.0,4.0,False
3474,5.0,22.0,2.5,0.0,1.0,16.0,3.0,5.0,False
3475,5.0,22.0,0.5,0.0,3.0,12.0,5.0,2.0,False
3476,4.0,42.0,23.0,5.5,4.0,12.0,3.0,5.0,False
3477,5.0,42.0,16.5,2.0,3.0,16.0,4.0,4.0,False
3478,4.0,22.0,2.5,0.0,1.0,12.0,3.0,2.0,False
3479,2.0,22.0,2.5,1.0,2.0,14.0,3.0,4.0,False
3480,3.0,22.0,2.5,0.0,1.0,12.0,3.0,3.0,False
3481,4.0,32.0,13.0,2.0,3.0,17.0,4.0,3.0,False
3482,5.0,27.0,6.0,1.0,3.0,16.0,4.0,5.0,False
3483,4.0,32.0,9.0,2.0,2.0,16.0,4.0,5.0,False
3484,5.0,27.0,2.5,0.0,2.0,16.0,4.0,4.0,False
3485,2.0,22.0,2.5,2.0,3.0,14.0,4.0,2.0,False
3486,5.0,22.0,0.5,0.0,4.0,16.0,4.0,5.0,False
3487,5.0,27.0,2.5,0.0,3.0,14.0,3.0,2.0,False
3488,5.0,27.0,6.0,1.0,3.0,12.0,2.0,4.0,False
3489,4.0,27.0,6.0,2.0,4.0,12.0,3.0,2.0,False
3490,4.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,False
3491,4.0,22.0,2.5,0.0,1.0,12.0,4.0,3.0,False
3492,5.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,False
3493,5.0,22.0,2.5,2.0,3.0,14.0,3.0,4.0,False
3494,3.0,32.0,6.0,2.0,3.0,17.0,2.0,4.0,False
3495,4.0,27.0,6.0,3.0,3.0,14.0,4.0,4.0,False
3496,4.0,42.0,23.0,3.0,3.0,14.0,3.0,4.0,False
3497,5.0,22.0,0.5,0.0,3.0,12.0,3.0,4.0,False
3498,4.0,42.0,13.0,4.0,3.0,12.0,2.0,5.0,False
3499,5.0,22.0,6.0,0.0,4.0,14.0,1.0,5.0,False
3500,2.0,32.0,13.0,1.0,3.0,20.0,4.0,3.0,False
3501,4.0,22.0,2.5,0.0,1.0,12.0,2.0,4.0,False
3502,5.0,22.0,2.5,0.0,2.0,17.0,4.0,5.0,False
3503,5.0,42.0,23.0,5.5,2.0,12.0,5.0,5.0,False
3504,4.0,17.5,2.5,1.0,2.0,12.0,3.0,2.0,False
3505,5.0,27.0,13.0,1.0,2.0,14.0,3.0,5.0,False
3506,5.0,22.0,0.5,0.0,2.0,16.0,4.0,5.0,False
3507,4.0,32.0,2.5,0.0,1.0,12.0,3.0,4.0,False
3508,5.0,17.5,0.5,0.0,4.0,12.0,4.0,5.0,False
3509,5.0,22.0,0.5,2.0,2.0,16.0,4.0,4.0,False
3510,3.0,17.5,2.5,1.0,2.0,14.0,2.0,1.0,False
3511,3.0,27.0,6.0,0.0,3.0,14.0,3.0,2.0,False
3512,4.0,22.0,2.5,0.0,3.0,16.0,4.0,5.0,False
3513,5.0,22.0,6.0,2.0,2.0,12.0,3.0,4.0,False
3514,4.0,22.0,2.5,2.0,3.0,12.0,3.0,5.0,False
3515,4.0,22.0,6.0,1.0,2.0,12.0,3.0,5.0,False
3516,4.0,27.0,2.5,0.0,3.0,20.0,4.0,4.0,False
3517,5.0,27.0,2.5,0.0,3.0,17.0,3.0,5.0,False
3518,4.0,22.0,2.5,0.0,3.0,14.0,3.0,5.0,False
3519,5.0,27.0,2.5,0.0,2.0,14.0,2.0,2.0,False
3520,5.0,27.0,2.5,0.0,2.0,17.0,4.0,4.0,False
3521,5.0,22.0,2.5,0.0,3.0,14.0,2.0,2.0,False
3522,5.0,22.0,0.5,0.0,2.0,14.0,3.0,5.0,False
3523,4.0,42.0,23.0,3.0,4.0,17.0,3.0,6.0,False
3524,5.0,37.0,23.0,5.5,3.0,12.0,5.0,5.0,False
3525,4.0,22.0,6.0,1.0,3.0,12.0,2.0,2.0,False
3526,4.0,22.0,2.5,0.0,2.0,12.0,3.0,4.0,False
3527,5.0,32.0,2.5,0.0,1.0,14.0,3.0,3.0,False
3528,4.0,17.5,2.5,0.0,2.0,12.0,3.0,3.0,False
3529,5.0,37.0,23.0,5.5,3.0,12.0,2.0,3.0,False
3530,5.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,False
3531,5.0,42.0,23.0,5.5,4.0,16.0,4.0,5.0,False
3532,5.0,42.0,23.0,4.0,3.0,12.0,3.0,3.0,False
3533,4.0,27.0,6.0,0.0,2.0,14.0,5.0,3.0,False
3534,4.0,32.0,13.0,2.0,3.0,16.0,3.0,3.0,False
3535,4.0,27.0,6.0,2.0,3.0,12.0,2.0,4.0,False
3536,4.0,32.0,13.0,3.0,4.0,14.0,3.0,5.0,False
3537,5.0,32.0,13.0,3.0,2.0,12.0,3.0,2.0,False
3538,3.0,42.0,23.0,5.5,2.0,14.0,3.0,2.0,False
3539,1.0,37.0,13.0,3.0,4.0,17.0,2.0,4.0,False
3540,5.0,22.0,2.5,0.0,2.0,14.0,5.0,5.0,False
3541,4.0,22.0,2.5,0.0,1.0,12.0,5.0,4.0,False
3542,4.0,22.0,2.5,0.0,3.0,14.0,3.0,2.0,False
3543,4.0,22.0,6.0,3.0,2.0,14.0,4.0,2.0,False
3544,5.0,27.0,2.5,0.0,3.0,17.0,4.0,5.0,False
3545,4.0,22.0,0.5,0.0,2.0,14.0,3.0,5.0,False
3546,5.0,22.0,0.5,0.0,3.0,17.0,4.0,4.0,False
3547,4.0,27.0,9.0,0.0,2.0,12.0,3.0,2.0,False
3548,4.0,27.0,0.5,0.0,3.0,16.0,4.0,6.0,False
3549,4.0,27.0,6.0,2.0,3.0,12.0,2.0,6.0,False
3550,4.0,22.0,2.5,0.0,2.0,14.0,4.0,4.0,False
3551,5.0,22.0,6.0,0.0,3.0,12.0,4.0,6.0,False
3552,4.0,22.0,0.5,0.0,2.0,12.0,3.0,5.0,False
3553,5.0,17.5,0.5,0.0,2.0,12.0,4.0,2.0,False
3554,5.0,27.0,2.5,1.0,1.0,17.0,4.0,5.0,False
3555,3.0,27.0,9.0,2.0,1.0,14.0,3.0,5.0,False
3556,4.0,27.0,0.5,2.0,2.0,14.0,3.0,5.0,False
3557,4.0,22.0,2.5,0.0,2.0,14.0,2.0,5.0,False
3558,4.0,27.0,2.5,0.0,3.0,12.0,3.0,2.0,False
3559,2.0,27.0,6.0,2.0,2.0,14.0,3.0,2.0,False
3560,5.0,27.0,2.5,0.0,3.0,14.0,2.0,4.0,False
3561,5.0,42.0,9.0,0.0,4.0,20.0,4.0,4.0,False
3562,5.0,22.0,2.5,0.0,2.0,14.0,4.0,3.0,False
3563,5.0,37.0,13.0,5.5,4.0,17.0,4.0,5.0,False
3564,4.0,42.0,23.0,2.0,3.0,14.0,4.0,3.0,False
3565,5.0,32.0,16.5,3.0,4.0,14.0,4.0,3.0,False
3566,5.0,37.0,16.5,1.0,3.0,12.0,3.0,5.0,False
3567,5.0,22.0,2.5,0.0,3.0,14.0,3.0,5.0,False
3568,5.0,27.0,2.5,0.0,3.0,20.0,6.0,1.0,False
3569,4.0,42.0,23.0,3.0,3.0,14.0,4.0,5.0,False
3570,4.0,42.0,23.0,4.0,1.0,16.0,4.0,5.0,False
3571,3.0,27.0,2.5,0.0,2.0,16.0,3.0,5.0,False
3572,5.0,37.0,16.5,3.0,2.0,16.0,4.0,3.0,False
3573,5.0,42.0,23.0,5.5,3.0,14.0,4.0,4.0,False
3574,4.0,22.0,2.5,1.0,1.0,14.0,3.0,4.0,False
3575,5.0,27.0,9.0,1.0,3.0,12.0,2.0,5.0,False
3576,5.0,22.0,2.5,0.0,2.0,14.0,3.0,6.0,False
3577,4.0,22.0,2.5,1.0,2.0,14.0,2.0,2.0,False
3578,3.0,42.0,23.0,3.0,4.0,12.0,3.0,4.0,False
3579,5.0,42.0,23.0,3.0,3.0,12.0,3.0,4.0,False
3580,4.0,32.0,13.0,2.0,1.0,14.0,3.0,4.0,False
3581,4.0,37.0,16.5,5.5,3.0,12.0,4.0,5.0,False
3582,4.0,27.0,6.0,1.0,4.0,12.0,3.0,4.0,False
3583,5.0,42.0,23.0,5.5,3.0,16.0,4.0,5.0,False
3584,5.0,32.0,6.0,2.0,2.0,16.0,2.0,5.0,False
3585,2.0,32.0,9.0,2.0,4.0,14.0,4.0,5.0,False
3586,5.0,27.0,13.0,2.0,3.0,12.0,3.0,4.0,False
3587,5.0,42.0,23.0,5.5,4.0,14.0,4.0,2.0,False
3588,5.0,42.0,23.0,3.0,3.0,12.0,3.0,5.0,False
3589,5.0,22.0,0.5,0.0,2.0,14.0,4.0,3.0,False
3590,3.0,37.0,16.5,2.0,3.0,12.0,5.0,2.0,False
3591,4.0,27.0,6.0,2.0,3.0,12.0,3.0,2.0,False
3592,4.0,37.0,16.5,2.0,2.0,14.0,3.0,2.0,False
3593,2.0,32.0,16.5,2.0,2.0,12.0,3.0,4.0,False
3594,4.0,27.0,2.5,0.0,2.0,14.0,4.0,4.0,False
3595,5.0,37.0,23.0,2.0,2.0,14.0,3.0,2.0,False
3596,5.0,22.0,0.5,0.0,4.0,14.0,4.0,2.0,False
3597,5.0,42.0,16.5,3.0,2.0,12.0,3.0,4.0,False
3598,4.0,37.0,13.0,3.0,2.0,12.0,2.0,4.0,False
3599,5.0,32.0,13.0,2.0,4.0,12.0,2.0,2.0,False
3600,4.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,False
3601,5.0,27.0,2.5,1.0,3.0,14.0,5.0,5.0,False
3602,5.0,22.0,0.5,0.0,4.0,16.0,4.0,6.0,False
3603,5.0,37.0,16.5,5.5,3.0,12.0,2.0,4.0,False
3604,4.0,32.0,9.0,2.0,2.0,16.0,4.0,4.0,False
3605,5.0,22.0,2.5,0.0,1.0,14.0,3.0,5.0,False
3606,5.0,22.0,2.5,0.0,3.0,16.0,4.0,5.0,False
3607,4.0,32.0,16.5,4.0,3.0,12.0,2.0,4.0,False
3608,5.0,22.0,2.5,0.0,4.0,14.0,3.0,2.0,False
3609,5.0,37.0,23.0,3.0,4.0,14.0,2.0,4.0,False
3610,5.0,27.0,6.0,0.0,2.0,16.0,4.0,1.0,False
3611,5.0,22.0,2.5,0.0,2.0,12.0,3.0,4.0,False
3612,5.0,32.0,6.0,0.0,4.0,20.0,4.0,4.0,False
3613,4.0,32.0,16.5,2.0,2.0,14.0,4.0,2.0,False
3614,4.0,22.0,0.5,0.0,3.0,16.0,4.0,4.0,False
3615,3.0,22.0,2.5,0.0,3.0,14.0,3.0,2.0,False
3616,4.0,22.0,2.5,0.0,1.0,14.0,5.0,4.0,False
3617,5.0,27.0,2.5,0.0,2.0,17.0,4.0,5.0,False
3618,5.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,False
3619,2.0,42.0,16.5,3.0,3.0,14.0,3.0,5.0,False
3620,3.0,22.0,2.5,0.0,4.0,14.0,3.0,3.0,False
3621,5.0,27.0,6.0,0.0,2.0,20.0,4.0,4.0,False
3622,5.0,27.0,6.0,1.0,2.0,12.0,4.0,2.0,False
3623,4.0,22.0,2.5,0.0,1.0,14.0,3.0,4.0,False
3624,4.0,37.0,16.5,3.0,1.0,12.0,3.0,2.0,False
3625,4.0,32.0,16.5,3.0,2.0,14.0,3.0,2.0,False
3626,3.0,27.0,6.0,1.0,1.0,14.0,3.0,4.0,False
3627,4.0,27.0,6.0,1.0,3.0,17.0,4.0,3.0,False
3628,4.0,42.0,23.0,2.0,3.0,20.0,4.0,4.0,False
3629,4.0,27.0,6.0,2.0,2.0,12.0,3.0,4.0,False
3630,4.0,32.0,9.0,2.0,3.0,12.0,5.0,5.0,False
3631,5.0,42.0,23.0,2.0,2.0,14.0,3.0,2.0,False
3632,5.0,32.0,16.5,2.0,3.0,12.0,3.0,5.0,False
3633,4.0,22.0,2.5,0.0,3.0,16.0,3.0,4.0,False
3634,5.0,27.0,6.0,2.0,3.0,14.0,4.0,3.0,False
3635,5.0,27.0,2.5,1.0,2.0,12.0,3.0,3.0,False
3636,5.0,27.0,6.0,1.0,3.0,12.0,3.0,2.0,False
3637,4.0,32.0,6.0,1.0,3.0,12.0,2.0,2.0,False
3638,4.0,22.0,2.5,0.0,2.0,16.0,4.0,5.0,False
3639,5.0,27.0,2.5,1.0,3.0,16.0,3.0,6.0,False
3640,3.0,27.0,6.0,0.0,1.0,17.0,4.0,6.0,False
3641,5.0,27.0,2.5,0.0,2.0,17.0,4.0,6.0,False
3642,4.0,22.0,2.5,0.0,3.0,12.0,5.0,5.0,False
3643,4.0,22.0,6.0,1.0,2.0,12.0,3.0,4.0,False
3644,3.0,32.0,2.5,0.0,1.0,20.0,6.0,6.0,False
3645,2.0,37.0,23.0,5.5,2.0,14.0,3.0,4.0,False
3646,3.0,42.0,23.0,4.0,3.0,12.0,2.0,2.0,False
3647,4.0,22.0,2.5,1.0,1.0,12.0,3.0,3.0,False
3648,5.0,42.0,16.5,4.0,3.0,16.0,4.0,2.0,False
3649,5.0,22.0,0.5,0.0,3.0,14.0,3.0,5.0,False
3650,4.0,22.0,0.5,0.0,2.0,12.0,2.0,5.0,False
3651,4.0,27.0,6.0,2.0,3.0,12.0,4.0,5.0,False
3652,5.0,27.0,2.5,0.0,4.0,16.0,3.0,1.0,False
3653,4.0,22.0,2.5,0.0,3.0,12.0,5.0,2.0,False
3654,3.0,22.0,0.5,0.0,3.0,14.0,3.0,5.0,False
3655,5.0,27.0,2.5,0.0,2.0,16.0,3.0,5.0,False
3656,5.0,27.0,0.5,0.0,2.0,20.0,4.0,2.0,False
3657,5.0,32.0,16.5,4.0,3.0,14.0,4.0,5.0,False
3658,4.0,22.0,2.5,1.0,3.0,12.0,2.0,4.0,False
3659,3.0,22.0,2.5,0.0,1.0,16.0,3.0,2.0,False
3660,4.0,27.0,6.0,1.0,2.0,12.0,4.0,4.0,False
3661,4.0,17.5,2.5,0.0,3.0,14.0,2.0,2.0,False
3662,5.0,37.0,16.5,4.0,2.0,17.0,4.0,6.0,False
3663,4.0,32.0,16.5,5.5,1.0,14.0,2.0,2.0,False
3664,5.0,22.0,0.5,0.0,4.0,16.0,4.0,4.0,False
3665,5.0,22.0,2.5,0.0,2.0,16.0,4.0,5.0,False
3666,5.0,17.5,0.5,0.0,2.0,12.0,4.0,4.0,False
3667,5.0,22.0,2.5,1.0,4.0,14.0,2.0,2.0,False
3668,5.0,42.0,9.0,0.0,3.0,12.0,3.0,4.0,False
3669,4.0,27.0,6.0,1.0,2.0,14.0,3.0,2.0,False
3670,3.0,32.0,13.0,2.0,2.0,16.0,2.0,2.0,False
3671,4.0,32.0,13.0,2.0,2.0,12.0,2.0,2.0,False
3672,5.0,22.0,2.5,0.0,3.0,17.0,3.0,4.0,False
3673,4.0,27.0,9.0,2.0,2.0,12.0,2.0,4.0,False
3674,4.0,37.0,23.0,2.0,4.0,14.0,3.0,6.0,False
3675,4.0,42.0,23.0,3.0,2.0,14.0,4.0,6.0,False
3676,4.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,False
3677,5.0,27.0,9.0,2.0,3.0,14.0,4.0,4.0,False
3678,2.0,32.0,13.0,1.0,3.0,14.0,5.0,3.0,False
3679,1.0,42.0,23.0,2.0,3.0,12.0,2.0,2.0,False
3680,5.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,False
3681,4.0,27.0,6.0,1.0,3.0,16.0,4.0,4.0,False
3682,4.0,42.0,23.0,4.0,3.0,12.0,2.0,5.0,False
3683,5.0,32.0,16.5,3.0,1.0,14.0,5.0,5.0,False
3684,5.0,27.0,2.5,0.0,4.0,16.0,3.0,6.0,False
3685,4.0,27.0,9.0,0.0,2.0,12.0,5.0,2.0,False
3686,3.0,22.0,2.5,0.0,1.0,14.0,3.0,5.0,False
3687,5.0,27.0,2.5,0.0,2.0,12.0,3.0,6.0,False
3688,5.0,32.0,9.0,3.0,2.0,12.0,3.0,3.0,False
3689,5.0,22.0,0.5,0.0,3.0,14.0,2.0,4.0,False
3690,4.0,27.0,2.5,1.0,1.0,12.0,3.0,3.0,False
3691,4.0,37.0,16.5,3.0,3.0,12.0,3.0,2.0,False
3692,5.0,22.0,2.5,0.0,3.0,12.0,5.0,4.0,False
3693,3.0,22.0,2.5,0.0,2.0,14.0,4.0,2.0,False
3694,5.0,32.0,13.0,2.0,2.0,12.0,2.0,4.0,False
3695,5.0,32.0,9.0,2.0,3.0,17.0,4.0,5.0,False
3696,4.0,37.0,16.5,3.0,2.0,12.0,3.0,5.0,False
3697,5.0,27.0,2.5,0.0,3.0,14.0,4.0,4.0,False
3698,2.0,42.0,23.0,4.0,1.0,17.0,3.0,5.0,False
3699,4.0,27.0,6.0,2.0,3.0,16.0,4.0,4.0,False
3700,4.0,42.0,23.0,3.0,4.0,14.0,4.0,4.0,False
3701,5.0,22.0,0.5,0.0,4.0,14.0,3.0,1.0,False
3702,5.0,27.0,2.5,0.0,3.0,16.0,4.0,5.0,False
3703,4.0,22.0,2.5,0.0,3.0,16.0,4.0,4.0,False
