DayIndex,bounce,duracao,sessao,pags_sess,conv,valor,month,day,year
9/11/2020,0.00%,26,1,2,0,0,2,1,2020
9/12/2020,0.00%,153,1,1,0,0,2,1,2020
9/13/2020,0.00%,95,1,2,0,0,2,1,2020
9/14/2020,0.00%,267,1,1,0,0,2,1,2020
9/15/2020,0.00%,64,1,1,0,0,2,1,2020
9/16/2020,0.00%,397,1,1,1,100,2,1,2020
9/17/2020,0.00%,16,1,4,1,100,2,1,2020
9/18/2020,0.00%,384,1,1,0,0,2,1,2020
9/19/2020,0.00%,0,0,0,1,100,2,1,2020
9/20/2020,100.00%,0,1,1,0,0,2,1,2020
9/21/2020,100.00%,0,1,1,0,0,2,1,2020
9/22/2020,100.00%,0,1,1,0,0,2,1,2020
9/23/2020,100.00%,0,1,1,0,0,2,1,2020
9/24/2020,100.00%,0,1,1,0,0,2,1,2020
9/25/2020,100.00%,0,1,1,0,0,2,1,2020
9/26/2020,100.00%,0,1,1,0,0,2,1,2020
9/27/2020,100.00%,0,1,1,0,0,2,1,2020
9/28/2020,100.00%,0,1,1,0,0,2,1,2020
9/29/2020,100.00%,0,1,1,0,0,2,1,2020
9/30/2020,100.00%,0,1,1,0,0,2,1,2020
10/1/2020,100.00%,0,1,1,0,0,2,1,2020
10/2/2020,100.00%,0,1,1,0,0,2,1,2020
10/3/2020,100.00%,0,1,1,0,0,2,1,2020
10/4/2020,100.00%,0,1,1,0,0,2,1,2020
10/5/2020,100.00%,0,1,1,0,0,2,1,2020
10/6/2020,100.00%,0,1,1,0,0,2,1,2020
10/7/2020,100.00%,0,1,1,0,0,2,1,2020
10/8/2020,100.00%,0,1,1,0,0,2,1,2020
10/9/2020,100.00%,0,1,1,0,0,2,1,2020
10/10/2020,100.00%,0,1,1,0,0,2,1,2020
10/11/2020,100.00%,0,1,1,0,0,2,1,2020
10/12/2020,100.00%,0,1,1,0,0,2,1,2020
10/13/2020,100.00%,0,1,1,0,0,2,1,2020
10/14/2020,100.00%,0,1,1,0,0,2,1,2020
10/15/2020,100.00%,0,1,1,0,0,2,1,2020
10/16/2020,100.00%,0,1,1,0,0,2,1,2020
10/17/2020,100.00%,0,1,1,0,0,2,1,2020
10/18/2020,100.00%,0,2,1,0,0,2,1,2020
10/19/2020,100.00%,0,1,1,1,50,2,1,2020
10/20/2020,100.00%,0,1,1,0,0,2,1,2020
10/21/2020,100.00%,0,1,1,0,0,2,1,2020
10/22/2020,100.00%,0,1,1,0,0,2,1,2020
10/23/2020,100.00%,0,1,1,0,0,2,1,2020
10/24/2020,100.00%,0,1,1,0,0,2,1,2020
10/25/2020,100.00%,0,1,1,0,0,2,1,2020
10/26/2020,100.00%,0,1,1,0,0,2,1,2020
10/27/2020,100.00%,0,1,1,0,0,2,1,2020
10/28/2020,100.00%,0,1,1,0,0,2,1,2020
10/29/2020,100.00%,0,1,1,0,0,2,1,2020
10/30/2020,100.00%,0,1,1,0,0,2,1,2020
10/31/2020,100.00%,0,1,1,0,0,2,1,2020
11/1/2020,100.00%,0,1,1,0,0,2,1,2020
11/2/2020,100.00%,0,1,1,0,0,2,1,2020
11/3/2020,100.00%,0,1,1,0,0,2,1,2020
11/4/2020,100.00%,0,1,1,0,0,2,1,2020
11/5/2020,100.00%,0,1,1,0,0,2,1,2020
11/6/2020,100.00%,0,2,1,0,0,2,1,2020
11/7/2020,100.00%,0,1,1,0,0,2,1,2020
11/8/2020,100.00%,0,1,1,0,0,2,1,2020
11/9/2020,100.00%,0,1,1,0,0,2,1,2020
11/10/2020,100.00%,0,1,1,0,0,2,1,2020
11/11/2020,100.00%,0,1,1,0,0,2,1,2020
11/12/2020,100.00%,0,1,1,0,0,2,1,2020
11/13/2020,100.00%,0,1,1,1,50,2,1,2020
11/14/2020,100.00%,0,1,1,1,50,2,1,2020
11/15/2020,100.00%,0,1,1,1,50,2,1,2020
11/16/2020,100.00%,0,1,1,1,50,2,1,2020
11/17/2020,100.00%,0,1,1,1,50,2,1,2020
11/18/2020,100.00%,0,1,1,1,50,2,1,2020
11/19/2020,100.00%,0,1,1,0,0,2,1,2020
11/20/2020,100.00%,0,1,1,1,50,2,1,2020
11/21/2020,100.00%,0,1,1,0,0,2,1,2020
11/22/2020,100.00%,0,1,1,1,50,2,1,2020
11/23/2020,100.00%,0,1,1,0,0,2,1,2020
11/24/2020,100.00%,0,1,1,0,0,2,1,2020
11/25/2020,100.00%,0,1,1,0,0,2,1,2020
11/26/2020,100.00%,0,1,1,0,0,2,1,2020
11/27/2020,100.00%,0,2,1,0,0,2,1,2020
11/28/2020,100.00%,0,1,1,0,0,2,1,2020
11/29/2020,100.00%,0,1,1,0,0,2,1,2020
11/30/2020,100.00%,0,1,1,0,0,2,1,2020
12/1/2020,100.00%,0,1,1,0,0,2,1,2020
12/2/2020,100.00%,0,1,1,0,0,2,1,2020
12/3/2020,100.00%,0,1,1,0,0,2,1,2020
12/4/2020,100.00%,0,1,1,0,0,2,1,2020
12/5/2020,100.00%,0,1,1,0,0,2,1,2020
12/6/2020,100.00%,0,1,1,0,0,2,1,2020
12/7/2020,100.00%,0,2,1,0,0,2,1,2020
12/8/2020,100.00%,0,1,1,0,0,2,1,2020
12/9/2020,100.00%,0,1,1,0,0,2,1,2020
12/10/2020,100.00%,0,1,1,0,0,2,1,2020
12/11/2020,100.00%,0,1,1,1,50,2,1,2020
12/12/2020,100.00%,0,1,1,1,50,2,1,2020
12/13/2020,100.00%,0,1,1,0,0,2,1,2020
12/14/2020,100.00%,0,1,1,1,50,2,1,2020
12/15/2020,100.00%,0,1,1,0,0,2,1,2020
12/16/2020,100.00%,0,1,1,1,50,2,1,2020
12/17/2020,100.00%,0,1,1,1,50,2,1,2020
12/18/2020,100.00%,0,1,1,0,0,2,1,2020
12/19/2020,100.00%,0,1,1,1,100,2,1,2020
12/20/2020,100.00%,0,1,1,1,100,2,1,2020
12/21/2020,100.00%,0,1,1,1,100,2,1,2020
12/22/2020,100.00%,0,1,1,1,50,2,1,2020
12/23/2020,0.00%,11,1,2,0,0,2,1,2020
12/24/2020,0.00%,32,1,1,0,0,2,1,2020
12/25/2020,0.00%,19,1,1,0,0,2,1,2020
12/26/2020,0.00%,1831,1,1,0,0,2,1,2020
12/27/2020,0.00%,1410,1,1,1,50,2,1,2020
12/28/2020,0.00%,0,0,0,1,50,2,1,2020
12/29/2020,0.00%,35,1,2,1,50,2,1,2020
12/30/2020,0.00%,1530,1,1,0,0,2,1,2020
12/31/2020,0.00%,1256,1,1,0,0,2,1,2020
1/1/2021,0.00%,1236,1,1,0,0,2,1,2020
1/2/2021,0.00%,0,1,2,0,0,2,1,2020
1/3/2021,0.00%,236,1,4,0,0,2,1,2020
1/4/2021,0.00%,0,0,0,1,50,2,1,2020
1/5/2021,0.00%,1060,1,1,0,0,2,1,2020
1/6/2021,0.00%,38,1,2,0,0,2,1,2020
1/7/2021,0.00%,1103,1,1,0,0,2,1,2020
1/8/2021,0.00%,413,1,1,0,0,2,1,2020
1/9/2021,0.00%,36,1,1,0,0,2,1,2020
1/10/2021,0.00%,26,1,2,0,0,2,1,2020
1/11/2021,0.00%,153,1,1,0,0,2,1,2020
1/12/2021,0.00%,95,1,2,0,0,2,1,2020
1/13/2021,0.00%,267,1,1,0,0,2,1,2020
1/14/2021,0.00%,64,1,1,0,0,2,1,2020
1/15/2021,0.00%,397,1,1,1,100,2,1,2020
1/16/2021,0.00%,16,1,4,1,100,2,1,2020
1/17/2021,0.00%,384,1,1,0,0,2,1,2020
1/18/2021,0.00%,0,0,0,1,100,2,1,2020
